  2.2054	  2.2054
 -2.6403	 -2.6403
  0.1789	  0.1789
  0.8024	  0.8024
 -4.4632	 -4.4632
 -1.1219	 -1.1219
  0.9911	  0.9911
  0.3831	  0.3831
  2.5193	  2.5193
 -1.2814	 -1.2814
 -2.3387	 -2.3387
  1.5054	  1.5054
  0.9628	  0.9628
 -3.5843	 -3.5843
 -0.2318	 -0.2318
  3.4999	  3.4999
 -2.0068	 -2.0068
  1.0409	  1.0409
  1.2196	  1.2196
  0.7050	  0.7050
  0.9987	  0.9987
  1.2015	  1.2015
  0.4891	  0.4891
  0.6688	  0.6688
 -5.3787	 -5.3787
 -3.3217	 -3.3217
  0.1575	  0.1575
 -2.7354	 -2.7354
 -5.7046	 -5.7046
 -1.4397	 -1.4397
 -1.3827	 -1.3827
  1.4675	  1.4675
 -4.6519	 -4.6519
 -4.0945	 -4.0945
  3.4043	  3.4043
 -3.3633	 -3.3633
 -0.1876	 -0.1876
 -2.8793	 -2.8793
 -2.4746	 -2.4746
  0.7635	  0.7635
 -4.0726	 -4.0726
 -1.5618	 -1.5618
  2.8699	  2.8699
 -4.7687	 -4.7687
 -4.8794	 -4.8794
 -0.7937	 -0.7937
  1.0727	  1.0727
 -0.3880	 -0.3880
 -4.5129	 -4.5129
  2.2344	  2.2344
 -1.5664	 -1.5664
 -3.9792	 -3.9792
  1.8047	  1.8047
 -1.1307	 -1.1307
 -5.0936	 -5.0936
 -2.6810	 -2.6810
  0.2162	  0.2162
 -4.4058	 -4.4058
  0.6811	  0.6811
 -4.2860	 -4.2860
 -4.9047	 -4.9047
 -4.3187	 -4.3187
  1.4413	  1.4413
 -3.3483	 -3.3483
 -3.4625	 -3.4625
  0.2728	  0.2728
  2.5559	  2.5559
 -5.8312	 -5.8312
 -3.1413	 -3.1413
 -2.5225	 -2.5225
 -0.7624	 -0.7624
 -5.7148	 -5.7148
 -3.7555	 -3.7555
 -1.7490	 -1.7490
 -2.3223	 -2.3223
 -4.6303	 -4.6303
 -0.9207	 -0.9207
 -2.9675	 -2.9675
  1.5877	  1.5877
  1.6705	  1.6705
  2.1299	  2.1299
  0.0253	  0.0253
 -1.3425	 -1.3425
 -5.8875	 -5.8875
 -2.7394	 -2.7394
 -5.0781	 -5.0781
 -5.5677	 -5.5677
  2.1301	  2.1301
 -5.5321	 -5.5321
 -3.1658	 -3.1658
  0.8581	  0.8581
  0.0691	  0.0691
 -5.3922	 -5.3922
 -5.9824	 -5.9824
 -4.5853	 -4.5853
  1.3490	  1.3490
  1.0854	  1.0854
  2.9886	  2.9886
  2.4717	  2.4717
  1.5367	  1.5367
