0	19	  0.1828
1	2	  2.7826
1	3	  2.3961
1	5	  0.8488
1	7	  1.8720
1	8	 61.6458
1	11	  3.0658
1	12	  4.5498
1	14	  1.3942
1	15	  7.9137
1	17	  3.3139
1	20	  4.3873
1	26	  2.7297
1	34	  6.5358
1	36	  4.9022
1	39	  2.0667
1	42	  2.2036
1	45	  0.3465
1	46	 10.3136
1	47	  0.5038
1	53	  0.0821
1	56	  1.8180
1	58	  3.9923
1	62	  5.3570
1	65	  0.8117
1	79	 17.9646
1	80	 46.5110
1	81	  1.4368
1	87	  3.2339
1	90	  6.5892
1	95	 18.2331
1	97	  9.0072
1	98	 50.8669
1	99	  4.3346
2	4	  3.4697
2	10	  0.6284
2	13	  4.6374
2	16	  1.4000
2	25	  1.0324
2	27	  1.1529
2	29	  0.1679
2	30	  0.0932
2	32	  3.7556
2	35	  3.0960
2	38	  1.0828
2	40	  5.1518
2	42	  0.9431
2	43	  1.3541
2	44	  2.5091
2	48	  5.3581
2	54	  4.3718
2	57	  4.7392
2	67	  2.8238
2	68	  1.1182
2	71	  4.6461
2	73	  0.6136
2	74	  1.7893
2	75	  4.4884
2	77	  3.7223
2	82	  0.0586
2	84	  1.1524
2	87	  1.0078
2	89	  5.1027
2	94	  3.9188
3	4	  3.0279
3	5	  0.7047
3	10	  0.8233
3	13	  3.5045
3	16	  1.5627
3	25	  1.1470
3	27	  1.2927
3	29	  0.5311
3	30	  0.4011
3	32	  3.2285
3	35	  2.6739
3	38	  1.2534
3	40	  3.8780
3	42	  0.6455
3	43	  1.4086
3	44	  2.3788
3	54	  3.6610
3	57	  3.7540
3	67	  2.6505
3	68	  1.2362
3	70	  0.1203
3	71	  3.9079
3	73	  0.9647
3	74	  1.8021
3	75	  3.6596
3	76	  0.1023
3	77	  2.9190
3	82	  0.3367
3	84	  1.2919
3	89	  3.5472
3	94	  3.3209
4	5	  3.5152
4	7	  2.6708
4	8	 11.4543
4	9	  1.1119
4	11	  3.4598
4	12	  4.4257
4	14	  2.4744
4	15	  6.4044
4	16	  2.7478
4	17	  3.6864
4	20	  4.3408
4	26	  3.4395
4	34	  5.6915
4	36	  4.4904
4	39	  2.7466
4	42	  2.5913
4	45	  1.3478
4	46	  6.3580
4	47	  1.2739
4	53	  1.2081
4	56	  2.6792
4	58	  4.1303
4	62	  4.8632
4	65	  1.4620
4	73	 13.9598
4	74	  2.2510
4	79	  8.0452
4	80	 10.4092
4	81	  2.3715
4	87	  3.5396
4	90	  5.2679
4	95	  7.7619
4	97	  6.7587
4	98	 11.0841
4	99	  4.3149
5	7	  0.1232
5	11	  1.5792
5	12	  1.8715
5	13	  8.4232
5	15	  6.7621
5	17	  1.3337
5	20	  1.8383
5	25	  0.4794
5	27	  0.2169
5	32	  4.0100
5	34	  5.3140
5	35	  2.7100
5	39	  0.5610
5	40	  9.1105
5	42	  1.4848
5	43	  1.0024
5	44	  2.1895
5	46	  7.8003
5	48	  8.6089
5	54	  5.1105
5	57	  6.5167
5	58	  1.0954
5	62	  3.0632
5	67	  2.6457
5	68	  0.4576
5	71	  5.4611
5	75	  5.5949
5	77	  5.1812
5	84	  0.2203
5	87	  2.0086
5	88	  7.4928
5	90	  2.9243
5	94	  4.3344
5	97	  7.8135
5	99	  2.4183
6	8	  0.3861
6	10	  1.8850
6	15	  1.3159
6	25	  2.2621
6	27	  4.1179
6	29	  2.1289
6	30	  1.1414
6	34	  1.0593
6	38	  5.0662
6	42	  0.2220
6	43	  2.3241
6	44	  6.2523
6	67	  6.0904
6	68	  2.8169
