27	43	  0.4732
19	76	  0.4742
14	16	  0.4752
25	47	  0.4779
41	43	  0.4782
5	25	  0.4794
82	90	  0.4795
21	97	  0.4811
17	82	  0.4828
15	31	  0.4881
56	73	  0.4895
12	82	  0.4938
9	35	  0.4958
10	36	  0.5038
1	47	  0.5038
76	79	  0.5040
20	82	  0.5064
76	87	  0.5096
43	74	  0.5156
19	34	  0.5275
3	29	  0.5311
38	65	  0.5362
10	56	  0.5580
42	58	  0.5609
5	39	  0.5610
23	82	  0.5628
17	30	  0.5737
91	98	  0.5770
25	29	  0.5819
34	79	  0.5841
26	73	  0.5867
42	76	  0.5893
29	68	  0.5895
29	58	  0.5938
15	19	  0.5938
30	90	  0.5939
12	30	  0.5984
53	89	  0.5994
22	97	  0.5998
38	43	  0.6007
7	73	  0.6023
27	65	  0.6031
65	84	  0.6037
65	74	  0.6058
35	53	  0.6085
8	91	  0.6091
20	30	  0.6112
14	38	  0.6125
2	73	  0.6136
10	26	  0.6156
7	10	  0.6196
2	10	  0.6284
45	77	  0.6286
18	34	  0.6298
9	43	  0.6342
3	42	  0.6455
52	76	  0.6460
46	82	  0.6473
31	76	  0.6474
11	82	  0.6474
25	65	  0.6484
16	43	  0.6548
65	68	  0.6565
11	70	  0.6582
76	78	  0.6668
46	70	  0.6695
16	81	  0.6737
43	53	  0.6807
95	97	  0.6901
3	5	  0.7047
91	97	  0.7140
47	77	  0.7176
38	81	  0.7187
14	27	  0.7218
14	84	  0.7225
36	99	  0.7285
76	80	  0.7285
22	34	  0.7322
82	99	  0.7471
49	91	  0.7490
11	30	  0.7496
36	62	  0.7504
22	66	  0.7515
14	25	  0.7517
62	82	  0.7519
9	13	  0.7622
10	39	  0.7626
17	29	  0.7637
43	45	  0.7639
39	42	  0.7725
21	34	  0.7765
15	18	  0.7788
14	68	  0.7817
23	30	  0.7842
43	47	  0.7873
30	46	  0.8020
27	81	  0.8077
35	45	  0.8077
81	84	  0.8081
25	81	  0.8097
1	65	  0.8117
34	91	  0.8179
3	10	  0.8233
15	22	  0.8236
12	29	  0.8282
14	74	  0.8291
6	97	  0.8303
20	29	  0.8400
6	82	  0.8443
35	47	  0.8457
68	81	  0.8463
39	73	  0.8481
70	99	  0.8482
1	5	  0.8488
45	89	  0.8542
29	90	  0.8591
82	87	  0.8717
82	95	  0.8720
62	70	  0.8737
30	99	  0.8788
42	82	  0.8793
76	98	  0.8805
47	89	  0.8872
38	56	  0.8909
13	53	  0.8929
30	62	  0.8961
15	91	  0.9013
43	73	  0.9060
8	76	  0.9065
43	65	  0.9181
66	91	  0.9189
25	56	  0.9196
10	58	  0.9288
2	42	  0.9431
76	97	  0.9444
15	79	  0.9525
11	29	  0.9549
74	81	  0.9588
26	42	  0.9603
7	38	  0.9628
16	56	  0.9634
7	25	  0.9642
3	73	  0.9647
27	56	  0.9672
56	84	  0.9672
30	42	  0.9674
76	96	  0.9729
56	68	  0.9751
15	21	  0.9777
42	70	  0.9795
30	87	  0.9931
25	36	  0.9954
36	42	  0.9978
5	43	  1.0024
2	87	  1.0078
34	76	  1.0098
65	77	  1.0105
10	17	  1.0157
25	26	  1.0208
70	87	  1.0241
7	68	  1.0247
36	38	  1.0251
7	84	  1.0291
7	27	  1.0293
25	70	  1.0314
2	25	  1.0324
9	44	  1.0341
26	87	  1.0517
6	34	  1.0593
26	38	  1.0623
13	47	  1.0703
7	42	  1.0735
79	82	  1.0768
7	16	  1.0772
25	39	  1.0776
2	38	  1.0828
30	95	  1.0830
15	76	  1.0849
47	55	  1.0896
10	12	  1.0897
36	68	  1.0907
36	87	  1.0938
10	20	  1.0940
35	65	  1.0950
5	58	  1.0954
13	45	  1.1015
26	68	  1.1044
44	53	  1.1065
14	43	  1.1083
21	82	  1.1116
4	9	  1.1119
2	68	  1.1182
36	84	  1.1240
27	36	  1.1246
29	42	  1.1262
34	95	  1.1303
49	76	  1.1330
26	84	  1.1343
10	11	  1.1345
26	27	  1.1348
43	81	  1.1359
10	90	  1.1374
38	39	  1.1383
6	30	  1.1414
3	25	  1.1470
39	68	  1.1518
2	84	  1.1524
2	27	  1.1529
29	99	  1.1576
23	98	  1.1589
42	56	  1.1634
29	46	  1.1744
65	89	  1.1769
44	47	  1.1786
39	84	  1.1848
27	39	  1.1852
10	43	  1.1901
25	30	  1.1907
4	53	  1.2081
45	55	  1.2099
29	62	  1.2122
66	76	  1.2125
68	70	  1.2152
44	45	  1.2169
10	42	  1.2202
29	87	  1.2318
43	56	  1.2322
3	68	  1.2362
23	97	  1.2395
3	38	  1.2534
58	73	  1.2542
56	74	  1.2549
7	43	  1.2610
4	47	  1.2739
38	70	  1.2744
70	95	  1.2745
3	84	  1.2919
3	27	  1.2927
25	58	  1.2983
10	99	  1.3034
6	15	  1.3159
13	65	  1.3217
30	79	  1.3254
5	17	  1.3337
10	87	  1.3347
44	65	  1.3378
17	25	  1.3401
7	74	  1.3419
39	43	  1.3426
16	39	  1.3443
26	43	  1.3449
4	45	  1.3478
8	23	  1.3490
44	74	  1.3528
10	62	  1.3528
17	73	  1.3536
2	43	  1.3541
10	46	  1.3552
16	26	  1.3565
23	34	  1.3605
36	43	  1.3673
29	43	  1.3753
1	14	  1.3942
2	16	  1.4000
3	43	  1.4086
25	42	  1.4156
11	25	  1.4179
18	82	  1.4196
70	84	  1.4266
27	70	  1.4314
58	68	  1.4357
20	25	  1.4365
1	81	  1.4368
12	25	  1.4372
42	81	  1.4481
4	65	  1.4620
42	73	  1.4627
17	68	  1.4694
52	82	  1.4697
14	42	  1.4730
80	82	  1.4747
5	42	  1.4848
42	68	  1.5031
11	73	  1.5044
25	90	  1.5093
21	30	  1.5232
43	70	  1.5260
23	29	  1.5448
11	68	  1.5462
38	58	  1.5586
3	16	  1.5627
43	58	  1.5629
39	74	  1.5692
58	84	  1.5698
16	36	  1.5701
42	43	  1.5706
27	58	  1.5718
38	42	  1.5732
17	43	  1.5763
42	84	  1.5777
27	42	  1.5786
5	11	  1.5792
25	87	  1.5810
17	38	  1.5874
20	73	  1.5887
17	84	  1.5940
12	73	  1.5954
17	27	  1.5957
20	68	  1.5971
25	99	  1.5994
12	68	  1.6005
29	95	  1.6106
10	23	  1.6124
15	95	  1.6158
16	44	  1.6181
11	43	  1.6225
82	97	  1.6283
10	95	  1.6331
34	82	  1.6401
15	23	  1.6478
25	62	  1.6628
20	43	  1.6669
12	43	  1.6698
11	84	  1.6737
11	27	  1.6754
11	38	  1.6763
68	90	  1.7053
25	46	  1.7138
82	98	  1.7189
68	87	  1.7240
43	90	  1.7402
43	87	  1.7455
26	74	  1.7485
8	82	  1.7682
68	99	  1.7767
20	84	  1.7775
20	27	  1.7801
43	99	  1.7839
15	82	  1.7849
12	84	  1.7856
12	27	  1.7882
2	74	  1.7893
20	38	  1.7957
70	79	  1.7965
73	87	  1.7991
3	74	  1.8021
12	38	  1.8053
11	14	  1.8164
16	42	  1.8177
1	56	  1.8180
30	80	  1.8287
10	79	  1.8377
5	20	  1.8383
73	90	  1.8392
43	62	  1.8429
62	68	  1.8665
7	87	  1.8679
5	12	  1.8715
1	7	  1.8720
35	81	  1.8743
84	87	  1.8798
27	87	  1.8819
6	10	  1.8850
34	46	  1.8894
30	34	  1.8908
77	81	  1.8987
38	87	  1.9020
43	46	  1.9023
30	52	  1.9048
30	43	  1.9160
30	97	  1.9162
14	35	  1.9175
78	82	  1.9177
44	81	  1.9196
42	74	  1.9263
73	99	  1.9301
29	79	  1.9418
14	44	  1.9472
84	90	  1.9553
27	90	  1.9589
14	77	  1.9618
25	95	  1.9650
46	68	  1.9682
6	70	  1.9823
84	99	  1.9906
27	99	  1.9935
38	90	  2.0070
5	87	  2.0086
38	99	  2.0337
56	87	  2.0439
46	97	  2.0476
67	74	  2.0535
23	25	  2.0556
1	39	  2.0667
15	30	  2.0738
43	95	  2.0945
44	56	  2.1149
18	30	  2.1201
30	98	  2.1256
6	29	  2.1289
7	44	  2.1296
62	84	  2.1310
25	79	  2.1332
31	82	  2.1341
27	62	  2.1347
62	73	  2.1394
23	43	  2.1845
5	44	  2.1895
8	30	  2.1899
38	62	  2.1993
1	42	  2.2036
10	34	  2.2094
39	44	  2.2139
43	79	  2.2179
35	56	  2.2191
67	81	  2.2283
16	17	  2.2371
7	35	  2.2381
11	16	  2.2389
16	67	  2.2389
4	74	  2.2510
10	21	  2.2529
42	44	  2.2576
6	25	  2.2621
10	97	  2.2767
14	67	  2.2798
36	74	  2.2917
68	95	  2.2941
10	80	  2.3087
6	43	  2.3241
46	84	  2.3436
56	77	  2.3476
27	46	  2.3491
35	42	  2.3609
7	77	  2.3612
35	39	  2.3688
4	81	  2.3715
3	44	  2.3788
81	89	  2.3870
25	34	  2.3879
10	15	  2.3941
1	3	  2.3961
34	43	  2.4028
29	34	  2.4143
56	67	  2.4182
5	99	  2.4183
7	67	  2.4215
11	74	  2.4292
42	77	  2.4314
16	58	  2.4315
42	67	  2.4441
43	97	  2.4659
10	52	  2.4667
25	97	  2.4679
34	70	  2.4702
38	46	  2.4732
4	14	  2.4744
17	74	  2.4776
39	67	  2.4843
26	44	  2.4911
68	79	  2.4967
2	44	  2.5091
39	77	  2.5097
16	87	  2.5119
13	81	  2.5160
43	80	  2.5198
21	43	  2.5350
46	73	  2.5353
15	43	  2.5372
25	80	  2.5422
29	97	  2.5542
23	68	  2.5573
32	81	  2.5577
15	25	  2.5588
10	98	  2.5660
21	25	  2.5719
43	82	  2.5765
14	89	  2.5909
4	42	  2.5913
34	62	  2.6066
81	94	  2.6181
8	10	  2.6257
43	52	  2.6322
5	67	  2.6457
3	67	  2.6505
74	87	  2.6642
42	89	  2.6680
4	7	  2.6708
3	35	  2.6739
70	97	  2.6745
43	98	  2.6761
4	56	  2.6792
14	32	  2.6887
34	68	  2.6893
15	29	  2.6925
32	42	  2.6982
11	44	  2.7038
25	52	  2.7064
15	46	  2.7065
13	42	  2.7092
5	35	  2.7100
13	14	  2.7118
8	43	  2.7129
1	26	  2.7297
42	94	  2.7351
58	74	  2.7387
4	39	  2.7466
4	16	  2.7478
29	80	  2.7482
25	98	  2.7564
17	44	  2.7620
14	94	  2.7648
30	68	  2.7707
1	2	  2.7826
44	73	  2.7899
26	67	  2.8073
8	25	  2.8075
6	68	  2.8169
44	87	  2.8185
2	67	  2.8238
36	44	  2.8274
68	97	  2.8280
15	70	  2.8396
84	95	  2.8403
27	95	  2.8485
7	32	  2.8635
30	78	  2.8695
16	20	  2.8765
18	43	  2.8777
32	56	  2.8828
42	75	  2.8840
34	90	  2.8866
75	81	  2.8878
42	57	  2.8977
40	42	  2.9026
15	68	  2.9091
44	58	  2.9094
7	89	  2.9120
10	18	  2.9134
57	81	  2.9147
3	77	  2.9190
14	87	  2.9192
66	82	  2.9209
5	90	  2.9243
32	39	  2.9259
40	81	  2.9273
42	54	  2.9285
25	82	  2.9347
7	94	  2.9384
11	67	  2.9412
12	16	  2.9503
56	89	  2.9514
56	94	  2.9629
7	13	  2.9645
54	81	  2.9671
39	94	  2.9975
13	56	  3.0019
39	89	  3.0081
17	67	  3.0209
3	4	  3.0279
32	74	  3.0287
21	29	  3.0300
67	87	  3.0305
68	80	  3.0328
13	39	  3.0422
26	35	  3.0562
5	62	  3.0632
1	11	  3.0658
20	44	  3.0690
38	95	  3.0857
70	80	  3.0926
14	75	  3.0937
2	35	  3.0960
12	44	  3.0998
16	99	  3.1153
79	84	  3.1155
18	25	  3.1236
27	79	  3.1247
20	74	  3.1277
34	84	  3.1347
27	34	  3.1406
43	78	  3.1450
14	57	  3.1460
44	99	  3.1562
14	54	  3.1607
36	67	  3.1694
29	98	  3.1818
58	67	  3.1856
14	40	  3.1972
12	74	  3.2055
38	44	  3.2183
11	35	  3.2183
29	52	  3.2237
3	32	  3.2285
1	87	  3.2339
7	75	  3.2393
39	75	  3.2776
21	68	  3.2817
7	54	  3.2835
56	75	  3.2852
8	29	  3.2926
11	81	  3.2951
7	57	  3.2965
68	98	  3.3002
74	99	  3.3040
34	38	  3.3120
1	17	  3.3139
39	54	  3.3148
3	94	  3.3209
20	67	  3.3231
54	56	  3.3269
39	57	  3.3326
35	87	  3.3430
52	68	  3.3471
56	57	  3.3506
12	67	  3.3546
7	40	  3.3591
31	43	  3.3604
8	68	  3.3692
67	73	  3.3757
67	99	  3.3828
39	40	  3.3930
44	62	  3.3947
84	97	  3.4015
27	97	  3.4094
38	79	  3.4100
44	90	  3.4211
40	56	  3.4257
74	94	  3.4311
16	32	  3.4315
4	26	  3.4395
17	35	  3.4507
15	84	  3.4527
4	11	  3.4598
15	27	  3.4601
2	4	  3.4697
10	78	  3.4996
3	13	  3.5045
4	5	  3.5152
30	31	  3.5383
4	87	  3.5396
3	89	  3.5472
25	78	  3.5554
73	95	  3.5561
11	77	  3.5926
34	73	  3.5928
62	67	  3.6150
38	97	  3.6559
3	75	  3.6596
11	32	  3.6605
3	54	  3.6610
26	77	  3.6610
67	90	  3.6660
4	17	  3.6864
15	38	  3.6872
77	87	  3.6899
23	84	  3.7093
32	87	  3.7209
2	77	  3.7223
26	32	  3.7242
23	27	  3.7304
16	62	  3.7386
3	57	  3.7540
2	32	  3.7556
11	94	  3.7686
70	98	  3.8034
87	94	  3.8200
16	94	  3.8319
44	46	  3.8776
3	40	  3.8780
26	94	  3.8849
3	71	  3.9079
62	74	  3.9125
2	94	  3.9188
17	32	  3.9294
80	84	  3.9603
27	80	  3.9745
35	58	  3.9844
1	58	  3.9923
8	70	  4.0028
16	90	  4.0030
5	32	  4.0100
38	67	  4.0213
17	77	  4.0251
73	79	  4.0634
17	94	  4.0734
46	67	  4.0800
11	54	  4.0871
6	84	  4.0950
54	87	  4.1044
6	27	  4.1179
11	13	  4.1179
15	73	  4.1258
4	58	  4.1303
11	75	  4.1328
13	87	  4.1371
81	87	  4.1393
75	87	  4.1467
34	44	  4.1486
73	97	  4.1533
74	90	  4.2167
35	99	  4.2520
87	89	  4.2599
11	89	  4.2610
57	87	  4.2614
11	57	  4.2624
34	67	  4.2714
20	35	  4.2752
71	87	  4.2956
11	71	  4.3001
18	68	  4.3037
4	99	  4.3149
5	94	  4.3344
1	99	  4.3346
26	54	  4.3380
4	20	  4.3408
84	98	  4.3494
27	98	  4.3653
15	90	  4.3705
2	54	  4.3718
34	36	  4.3850
1	20	  4.3873
12	35	  4.3887
52	70	  4.4108
40	87	  4.4190
44	95	  4.4223
4	12	  4.4257
32	58	  4.4405
11	40	  4.4448
17	54	  4.4460
26	75	  4.4487
8	84	  4.4650
35	36	  4.4680
8	27	  4.4818
38	80	  4.4824
2	75	  4.4884
4	36	  4.4904
15	44	  4.5094
12	34	  4.5182
1	12	  4.5498
17	75	  4.5503
44	97	  4.5600
67	95	  4.5623
13	26	  4.5776
32	99	  4.5812
23	38	  4.5884
15	67	  4.6034
26	71	  4.6145
44	79	  4.6324
2	13	  4.6374
20	32	  4.6457
2	71	  4.6461
58	94	  4.6543
67	97	  4.6560
17	71	  4.6720
13	17	  4.6829
26	57	  4.6935
90	97	  4.7244
2	57	  4.7392
12	32	  4.7415
67	79	  4.7416
17	57	  4.7545
94	99	  4.7683
52	84	  4.7722
27	52	  4.7962
27	44	  4.8260
4	62	  4.8632
20	94	  4.8654
1	36	  4.9022
20	34	  4.9234
44	84	  4.9336
54	74	  4.9340
32	36	  4.9463
38	98	  4.9589
12	94	  4.9744
35	62	  4.9834
44	70	  4.9905
17	89	  5.0091
26	89	  5.0203
16	54	  5.0453
6	38	  5.0662
17	40	  5.0683
26	40	  5.0949
54	58	  5.0981
67	70	  5.0984
58	77	  5.0997
2	89	  5.1027
5	54	  5.1105
8	38	  5.1114
21	84	  5.1242
54	99	  5.1391
27	67	  5.1513
2	40	  5.1518
21	27	  5.1591
77	99	  5.1689
5	77	  5.1812
32	62	  5.1832
67	84	  5.2045
17	48	  5.2343
4	90	  5.2679
20	54	  5.2877
16	34	  5.2970
26	48	  5.3062
36	94	  5.3108
5	34	  5.3140
58	71	  5.3169
34	74	  5.3173
71	99	  5.3230
58	75	  5.3446
75	99	  5.3471
1	62	  5.3570
2	48	  5.3581
12	54	  5.4061
62	94	  5.4400
20	77	  5.4585
5	71	  5.4611
67	80	  5.4797
20	71	  5.4840
44	80	  5.4879
71	74	  5.5465
16	71	  5.5522
20	75	  5.5563
21	70	  5.5742
5	75	  5.5949
12	71	  5.5974
35	90	  5.6289
57	99	  5.6501
34	58	  5.6730
32	90	  5.6799
4	34	  5.6915
12	77	  5.6987
12	75	  5.7045
57	58	  5.7226
67	98	  5.7631
38	52	  5.7862
13	99	  5.8011
44	98	  5.8200
54	62	  5.8487
8	67	  5.8615
16	75	  5.8882
15	36	  5.8994
23	67	  5.9145
36	54	  5.9239
8	44	  5.9362
20	57	  5.9453
13	58	  5.9484
32	34	  5.9663
62	71	  5.9989
74	75	  6.0023
34	35	  6.0092
23	44	  6.0380
90	94	  6.0477
46	74	  6.0865
6	67	  6.0904
73	80	  6.0946
36	71	  6.1290
12	57	  6.1293
40	99	  6.1404
88	99	  6.1840
16	46	  6.1912
34	94	  6.2126
62	75	  6.2149
48	99	  6.2290
13	20	  6.2292
6	44	  6.2523
15	74	  6.2995
4	46	  6.3580
58	88	  6.3585
52	67	  6.3604
15	16	  6.3620
34	99	  6.3784
40	58	  6.3788
4	15	  6.4044
89	99	  6.4378
48	58	  6.4667
12	13	  6.4904
15	62	  6.4922
5	57	  6.5167
34	54	  6.5224
20	88	  6.5253
62	77	  6.5334
1	34	  6.5358
36	75	  6.5367
54	90	  6.5391
44	52	  6.5631
1	90	  6.5892
34	71	  6.5984
20	40	  6.6142
71	90	  6.6519
20	48	  6.6745
57	62	  6.6963
12	88	  6.7018
15	32	  6.7243
4	97	  6.7587
5	15	  6.7621
21	38	  6.8049
74	97	  6.8306
32	46	  6.8671
12	40	  6.8726
36	97	  6.8807
21	67	  6.8903
34	75	  6.8968
12	48	  6.9087
73	98	  6.9305
16	97	  6.9672
15	35	  6.9896
15	94	  7.0434
32	97	  7.1344
62	88	  7.1737
75	90	  7.1759
13	62	  7.2296
29	67	  7.2532
8	73	  7.2622
21	44	  7.2894
34	57	  7.3303
15	54	  7.3650
15	71	  7.3840
46	94	  7.4085
34	77	  7.4117
35	46	  7.4558
36	57	  7.4592
5	88	  7.4928
48	62	  7.5077
94	97	  7.5315
40	62	  7.5398
35	97	  7.5926
34	88	  7.6331
4	95	  7.7619
5	46	  7.8003
5	97	  7.8135
13	34	  7.8506
71	97	  7.8620
46	71	  7.8774
54	97	  7.8863
1	15	  7.9137
46	54	  7.9137
15	75	  7.9138
36	77	  7.9279
35	88	  7.9763
34	48	  7.9767
57	90	  8.0141
34	40	  8.0378
36	88	  8.0398
4	79	  8.0452
16	57	  8.3471
88	90	  8.3869
32	95	  8.4002
5	13	  8.4232
15	57	  8.5274
5	48	  8.6089
75	97	  8.6250
32	79	  8.6712
15	88	  8.7141
77	90	  8.7143
1	97	  9.0072
46	75	  9.0415
15	77	  9.0623
5	40	  9.1105
36	48	  9.1364
16	88	  9.1420
94	95	  9.2027
74	95	  9.2587
13	36	  9.2881
48	90	  9.3524
15	48	  9.3735
71	95	  9.4089
57	97	  9.4625
13	15	  9.4692
79	94	  9.4715
13	90	  9.5257
88	97	  9.5398
15	40	  9.5775
36	40	  9.5895
71	79	  9.6236
12	15	  9.6726
54	95	  9.6919
40	90	  9.7112
74	79	  9.7752
54	79	  9.9287
35	95	 10.1908
74	88	 10.2926
1	46	 10.3136
16	95	 10.3655
46	88	 10.3834
4	80	 10.4092
46	57	 10.5034
35	79	 10.5331
48	97	 10.5921
77	97	 10.6035
57	74	 10.8806
16	79	 10.9159
13	97	 10.9871
40	97	 10.9921
4	98	 11.0841
32	80	 11.2542
52	73	 11.3908
4	8	 11.4543
75	95	 11.6253
75	79	 11.8407
32	98	 11.9572
71	80	 12.1016
8	32	 12.3662
80	94	 12.5590
46	48	 12.6535
71	98	 12.7319
54	80	 12.9169
88	95	 13.0714
8	71	 13.1158
79	88	 13.2082
94	98	 13.3516
54	98	 13.6604
8	94	 13.8557
40	46	 13.8860
4	73	 13.9598
8	54	 14.1412
57	95	 14.2179
46	77	 14.3260
57	79	 14.3317
13	46	 14.4456
35	80	 16.0242
75	80	 16.5201
35	98	 17.3301
74	80	 17.3898
75	98	 17.5469
48	79	 17.7947
80	88	 17.8941
48	95	 17.9339
1	79	 17.9646
16	48	 17.9898
1	95	 18.2331
8	75	 18.3705
8	35	 18.3769
88	98	 18.8439
74	98	 19.2865
8	88	 19.6510
40	79	 20.9082
8	74	 20.9882
40	95	 21.4259
57	80	 21.6818
16	80	 23.0270
57	98	 23.0760
13	79	 23.5863
8	57	 24.5133
13	95	 24.6393
16	98	 25.8000
8	16	 29.1290
48	80	 29.2222
48	98	 31.0387
8	48	 33.5350
40	80	 40.5936
40	98	 43.2929
1	80	 46.5110
8	40	 48.5902
1	98	 50.8669
13	80	 58.3080
1	8	 61.6458
13	98	 62.4849
8	13	 75.2135
